企业ID,行业名称,经营年份,注册金额（万元）,所在城市,城市等级,企业信用评分,月均营收（万元）,月均成本（万元）,员工人数,是否通过贷款,零售品类,门店面积（㎡）,月均客流量（人）
RETL-202512-775852,零售行业,12.0,159.2,长沙,二线城市,719.0,272.5,181.8,13,通过,家电零售,392.6,6905
RETL-202512-624085,零售行业,2.0,474.5,沈阳,二线城市,948.0,15.8,13.0,8,通过,综合商超,549.9,3624
RETL-202512-461296,零售行业,1.0,404.5,南京,新一线城市,831.0,219.7,177.9,20,通过,美妆零售,624.5,3234
RETL-202512-161116,零售行业,,240.1,大连,二线城市,355.0,384.8,322.6,59,拒绝,美妆零售,698.8,5329
RETL-202512-206037,零售行业,5.0,383.0,邯郸,三线及以下,603.0,200.0,160.1,35,通过,生鲜零售,747.6,2244
RETL-202512-474965,零售行业,14.0,250.9,唐山,三线及以下,387.0,924.0,693.4,115,通过,生鲜零售,837.9,34613
RETL-202512-852432,零售行业,7.0,,济南,二线城市,335.0,112.3,78.6,44,通过,美妆零售,450.7,6707
RETL-202512-634313,零售行业,9.0,2000.0,天津,新一线城市,670.0,294.6,192.7,30,通过,文具零售,643.8,3088
RETL-202512-255701,零售行业,14.0,240.5,盐城,三线及以下,821.0,351.3,261.4,36,通过,生鲜零售,213.2,8040
RETL-202512-386641,零售行业,14.0,263.9,哈尔滨,二线城市,875.0,153.9,113.7,47,拒绝,文具零售,694.4,6801
RETL-202512-960855,零售行业,10.0,87.5,南京,新一线城市,541.0,271.1,169.6,20,通过,服饰零售,341.2,8179
RETL-202512-411122,零售行业,6.0,298.5,杭州,新一线城市,950.0,78.2,49.4,19,通过,生鲜零售,279.7,5148
RETL-202512-825970,零售行业,9.0,261.1,武汉,新一线城市,780.0,156.6,122.0,12,通过,生鲜零售,614.6,1539
RETL-202512-777324,零售行业,9.0,393.4,上海,一线城市,611.0,234.7,172.6,36,通过,综合商超,408.1,2756
RETL-202512-135342,零售行业,5.0,214.9,盐城,三线及以下,620.0,192.1,157.5,30,通过,生鲜零售,382.1,4944
RETL-202512-469275,零售行业,1.0,401.4,大连,二线城市,,99.3,76.1,51,通过,服饰零售,710.8,4709
RETL-202512-268616,零售行业,3.0,174.3,杭州,新一线城市,399.0,575.2,467.5,114,通过,文具零售,957.1,20291
RETL-202512-524468,零售行业,5.0,232.8,宁波,二线城市,395.0,149.7,92.2,32,通过,文具零售,193.1,5399
RETL-202512-380158,零售行业,7.0,359.2,盐城,三线及以下,942.0,319.8,199.9,12,通过,生鲜零售,382.6,9413
RETL-202512-410184,零售行业,5.0,148.1,重庆,新一线城市,831.0,12.3,9.7,60,通过,生鲜零售,688.6,9334
RETL-202512-150641,零售行业,5.0,267.0,济南,二线城市,720.0,464.9,365.3,18,通过,便利店,700.2,6075
RETL-202512-895782,零售行业,15.0,453.7,西安,新一线城市,876.0,94.4,77.9,14,通过,美妆零售,643.5,7031
RETL-202512-008630,零售行业,6.0,296.5,宁波,二线城市,875.0,701.6,570.4,119,通过,综合商超,1363.9,23153
RETL-202512-101679,零售行业,8.0,310.3,保定,三线及以下,591.0,133.1,110.8,12,通过,服饰零售,450.6,7704
RETL-202512-099068,零售行业,11.0,477.9,常州,三线及以下,819.0,382.4,299.0,58,拒绝,便利店,204.2,6445
RETL-202512-034212,零售行业,2.0,493.3,泉州,三线及以下,405.0,207.7,150.5,36,通过,综合商超,598.6,1863
RETL-202512-933888,零售行业,1.0,42.9,西安,新一线城市,500.0,290.5,204.2,59,通过,生鲜零售,535.7,2985
RETL-202512-951880,零售行业,15.0,85.4,阜阳,三线及以下,392.0,469.1,378.9,42,通过,服饰零售,151.5,4379
RETL-202512-487689,零售行业,15.0,421.4,阜阳,三线及以下,368.0,223.3,167.5,19,通过,家电零售,436.6,2843
RETL-202512-542925,零售行业,3.0,385.3,杭州,新一线城市,885.0,308.0,213.2,21,通过,家电零售,369.6,3612
RETL-202512-413395,零售行业,13.0,143.3,哈尔滨,二线城市,520.0,120.5,92.7,7,通过,便利店,334.4,1897
RETL-202512-662852,零售行业,13.0,466.2,哈尔滨,二线城市,667.0,190.0,134.7,45,通过,服饰零售,525.5,1354
RETL-202512-070186,零售行业,14.0,124.2,上海,一线城市,933.0,238.5,146.1,34,通过,生鲜零售,161.4,2047
RETL-202512-485917,零售行业,9.0,221.1,西安,新一线城市,539.0,736.0,453.5,81,通过,生鲜零售,1491.6,11045
RETL-202512-178083,零售行业,6.0,33.9,苏州,新一线城市,301.0,122.4,134.4,46,通过,便利店,776.1,7372
RETL-202512-703261,零售行业,7.0,52.5,沈阳,二线城市,554.0,,,33,通过,文具零售,235.6,6400
RETL-202512-241663,零售行业,9.0,335.7,上海,一线城市,707.0,251.7,183.2,22,通过,文具零售,286.9,3600
RETL-202512-520364,零售行业,9.0,44.8,南京,新一线城市,549.0,565.5,423.7,64,拒绝,生鲜零售,821.0,12555
RETL-202512-491194,零售行业,12.0,75.6,哈尔滨,二线城市,372.0,182.2,147.3,25,通过,生鲜零售,777.8,9578
RETL-202512-326920,零售行业,13.0,274.7,苏州,新一线城市,798.0,552.8,462.7,94,通过,生鲜零售,805.1,14290
RETL-202512-606923,零售行业,12.0,292.0,西安,新一线城市,913.0,102.5,78.9,44,通过,服饰零售,466.9,7337
RETL-202512-671022,零售行业,5.0,287.7,阜阳,三线及以下,726.0,32.7,25.1,58,拒绝,生鲜零售,320.9,2423
RETL-202512-700522,零售行业,5.0,,南京,新一线城市,592.0,58.1,48.3,53,通过,家电零售,728.7,3252
RETL-202512-174845,零售行业,1.0,327.1,大连,二线城市,912.0,90.0,63.3,49,通过,生鲜零售,564.1,9252
RETL-202512-299003,零售行业,5.0,269.9,邯郸,三线及以下,677.0,333.9,223.3,44,通过,文具零售,566.8,6569
RETL-202512-145503,零售行业,3.0,385.9,青岛,二线城市,1050.0,25.2,19.9,15,通过,便利店,119.5,4360
RETL-202512-664855,零售行业,12.0,66.6,重庆,新一线城市,325.0,213.2,176.1,40,通过,生鲜零售,390.5,2670
RETL-202512-416318,零售行业,5.0,287.7,济南,二线城市,913.0,222.6,150.0,5,通过,文具零售,521.3,7210
RETL-202512-936633,零售行业,0.0,102.2,深圳,一线城市,746.0,43.6,34.5,12,拒绝,便利店,724.9,8295
RETL-202512-125013,零售行业,4.0,378.8,苏州,新一线城市,874.0,912.7,726.4,117,通过,生鲜零售,812.4,39776
RETL-202512-923729,零售行业,5.0,244.6,苏州,新一线城市,534.0,48.0,33.5,10,通过,生鲜零售,711.2,9444
RETL-202512-038160,零售行业,15.0,250.5,盐城,三线及以下,762.0,100.7,80.5,54,通过,生鲜零售,784.7,6152
RETL-202512-674143,零售行业,12.0,146.2,青岛,二线城市,866.0,205.3,123.5,17,通过,美妆零售,454.0,1036
RETL-202512-077465,零售行业,10.0,328.1,重庆,新一线城市,568.0,55.7,44.7,25,拒绝,生鲜零售,750.1,3879
RETL-202512-179818,零售行业,1.0,142.9,泉州,三线及以下,490.0,231.7,186.2,21,通过,服饰零售,448.9,2942
RETL-202512-524641,零售行业,1.0,220.6,阜阳,三线及以下,351.0,149.9,98.4,17,通过,综合商超,483.6,4292
RETL-202512-441861,零售行业,15.0,425.2,长沙,二线城市,803.0,441.7,370.6,8,通过,便利店,327.2,9378
RETL-202512-189494,零售行业,12.0,462.7,重庆,新一线城市,799.0,867.7,686.2,87,通过,美妆零售,817.8,45606
RETL-202512-298897,零售行业,30.0,137.6,深圳,一线城市,892.0,62.9,49.1,9,通过,家电零售,728.9,4477
RETL-202512-923057,零售行业,6.0,112.9,潍坊,三线及以下,891.0,302.2,231.5,22,通过,美妆零售,698.2,9378
RETL-202512-983500,零售行业,6.0,340.5,深圳,一线城市,634.0,85.2,63.0,43,通过,家电零售,138.0,9920
RETL-202512-894947,零售行业,10.0,367.3,成都,新一线城市,422.0,81.6,54.6,44,拒绝,家电零售,435.6,7925
RETL-202512-818273,零售行业,10.0,141.1,常州,三线及以下,384.0,208.6,173.6,24,通过,生鲜零售,219.2,1725
RETL-202512-278676,零售行业,12.0,256.0,常州,三线及以下,577.0,261.6,194.9,8,通过,综合商超,322.3,5138
RETL-202512-409534,零售行业,5.0,271.3,杭州,新一线城市,681.0,235.4,142.7,35,通过,生鲜零售,113.9,6089
RETL-202512-989378,零售行业,,422.3,宁波,二线城市,545.0,283.2,233.9,20,拒绝,文具零售,370.7,1128
RETL-202512-370379,零售行业,6.0,346.5,济南,二线城市,649.0,541.0,327.7,60,通过,便利店,1198.7,28964
RETL-202512-239830,零售行业,11.0,107.2,西安,新一线城市,646.0,250.4,188.2,25,通过,文具零售,564.2,4602
RETL-202512-102525,零售行业,11.0,342.1,哈尔滨,二线城市,,343.0,233.5,12,通过,美妆零售,429.1,9119
RETL-202512-988802,零售行业,13.0,71.8,北京,一线城市,350.0,165.6,134.1,55,通过,服饰零售,600.7,4716
RETL-202512-628669,零售行业,10.0,306.6,阜阳,三线及以下,378.0,755.1,627.0,98,拒绝,服饰零售,1496.9,29637
RETL-202512-041878,零售行业,13.0,299.8,苏州,新一线城市,582.0,238.5,183.2,22,通过,文具零售,282.2,2921
RETL-202512-355945,零售行业,6.0,322.5,南京,新一线城市,421.0,685.8,430.6,111,通过,便利店,925.3,22668
RETL-202512-485258,零售行业,30.0,371.2,厦门,二线城市,825.0,328.5,237.2,32,通过,生鲜零售,273.2,2040
RETL-202512-585988,零售行业,14.0,445.8,盐城,三线及以下,346.0,177.1,123.5,25,通过,美妆零售,76.8,6230
RETL-202512-750206,零售行业,2.0,286.5,北京,一线城市,366.0,281.8,203.6,56,拒绝,生鲜零售,609.4,5947
RETL-202512-054340,零售行业,4.0,467.8,沈阳,二线城市,433.0,582.6,395.0,111,通过,便利店,1266.5,35518
RETL-202512-650509,零售行业,10.0,235.7,宁波,二线城市,677.0,238.9,202.3,59,通过,服饰零售,760.4,4699
RETL-202512-969058,零售行业,12.0,52.5,阜阳,三线及以下,306.0,48.9,38.1,35,拒绝,生鲜零售,252.5,4817
RETL-202512-337163,零售行业,6.0,51.6,泉州,三线及以下,392.0,269.7,197.0,59,拒绝,文具零售,370.7,3382
RETL-202512-999750,零售行业,4.0,86.5,唐山,三线及以下,300.0,267.2,187.2,53,拒绝,便利店,436.0,9496
RETL-202512-314202,零售行业,11.0,378.4,宁波,二线城市,870.0,966.5,1070.6,117,拒绝,生鲜零售,1194.4,14547
RETL-202512-876797,零售行业,5.0,10.5,苏州,新一线城市,611.0,310.2,258.1,17,通过,美妆零售,137.2,8808
RETL-202512-469473,零售行业,3.0,497.9,广州,一线城市,873.0,224.1,172.9,55,通过,美妆零售,780.4,6668
RETL-202512-985841,零售行业,9.0,95.5,宁波,二线城市,,793.0,625.0,99,通过,文具零售,1484.6,22811
RETL-202512-189250,零售行业,1.0,493.7,保定,三线及以下,872.0,30.4,23.4,38,通过,服饰零售,148.0,3919
RETL-202512-067606,零售行业,15.0,,深圳,一线城市,801.0,140.6,87.7,30,通过,综合商超,374.1,9084
RETL-202512-590896,零售行业,10.0,466.1,南京,新一线城市,683.0,225.1,181.5,56,通过,美妆零售,197.2,1788
RETL-202512-832371,零售行业,1.0,377.9,西安,新一线城市,363.0,334.9,222.6,8,拒绝,家电零售,69.1,5093
RETL-202512-305332,零售行业,15.0,128.9,长沙,二线城市,574.0,174.2,125.6,20,通过,美妆零售,511.3,4203
RETL-202512-001777,零售行业,1.0,471.5,长沙,二线城市,621.0,515.9,356.6,81,通过,生鲜零售,1425.6,45353
RETL-202512-311729,零售行业,8.0,19.9,阜阳,三线及以下,905.0,938.3,689.6,114,通过,服饰零售,1233.6,40971
RETL-202512-142316,零售行业,1.0,52.5,南京,新一线城市,412.0,221.4,136.0,14,通过,文具零售,724.2,2898
RETL-202512-790406,零售行业,7.0,382.3,成都,新一线城市,516.0,360.8,245.7,39,通过,生鲜零售,772.2,3410
RETL-202512-844328,零售行业,2.0,19.4,大连,二线城市,744.0,87.5,67.9,8,通过,服饰零售,414.2,7783
RETL-202512-853375,零售行业,7.0,382.7,济南,二线城市,823.0,138.8,85.6,50,拒绝,便利店,100.7,6903
RETL-202512-221473,零售行业,9.0,47.4,成都,新一线城市,180.0,115.3,74.3,37,通过,文具零售,673.1,9758
RETL-202512-030311,零售行业,8.0,216.7,成都,新一线城市,403.0,72.7,46.0,5,通过,家电零售,533.4,7581
RETL-202512-655229,零售行业,7.0,334.6,深圳,一线城市,655.0,198.7,159.2,20,通过,综合商超,254.0,9314
RETL-202512-652929,零售行业,6.0,462.8,南京,新一线城市,337.0,335.2,278.1,45,通过,生鲜零售,551.0,9457
RETL-202512-834527,零售行业,1.0,305.9,广州,一线城市,351.0,38.0,24.4,31,通过,综合商超,104.7,6383
RETL-202512-378767,零售行业,10.0,58.1,北京,一线城市,709.0,274.5,189.4,58,通过,服饰零售,550.9,7205
RETL-202512-890604,零售行业,10.0,404.3,北京,一线城市,331.0,276.9,213.7,44,通过,文具零售,220.7,7087
RETL-202512-300308,零售行业,2.0,141.9,苏州,新一线城市,444.0,342.7,231.0,12,通过,服饰零售,477.0,8527
RETL-202512-392798,零售行业,4.0,391.3,北京,一线城市,611.0,254.3,209.7,13,拒绝,家电零售,138.3,4053
RETL-202512-739715,零售行业,3.0,264.5,上海,一线城市,466.0,241.6,175.6,41,通过,服饰零售,395.7,1272
RETL-202512-275687,零售行业,7.0,256.1,武汉,新一线城市,848.0,88.7,68.4,26,通过,便利店,737.9,3284
RETL-202512-440574,零售行业,3.0,368.3,宁波,二线城市,392.0,335.8,276.8,59,通过,服饰零售,309.1,7891
RETL-202512-093355,零售行业,2.0,86.7,阜阳,三线及以下,944.0,259.6,168.8,5,通过,文具零售,778.9,7840
RETL-202512-173289,零售行业,1.0,176.3,北京,一线城市,391.0,120.3,84.7,25,通过,便利店,674.6,9902
RETL-202512-441065,零售行业,1.0,379.7,阜阳,三线及以下,659.0,118.2,88.1,54,通过,美妆零售,502.0,9272
RETL-202512-887747,零售行业,11.0,238.1,潍坊,三线及以下,796.0,232.4,171.0,5,通过,便利店,734.2,3459
RETL-202512-368840,零售行业,,322.5,长沙,二线城市,583.0,181.8,120.8,36,通过,便利店,205.1,3858
RETL-202512-515927,零售行业,3.0,55.3,阜阳,三线及以下,616.0,125.7,100.4,42,拒绝,文具零售,608.0,1348
RETL-202512-082549,零售行业,13.0,428.6,南京,新一线城市,572.0,239.8,155.9,41,通过,家电零售,421.9,2692
RETL-202512-069336,零售行业,12.0,454.0,天津,新一线城市,597.0,149.1,110.3,26,通过,文具零售,349.4,4504
RETL-202512-454889,零售行业,12.0,70.4,天津,新一线城市,750.0,115.5,122.2,13,拒绝,文具零售,537.4,6317
RETL-202512-824868,零售行业,8.0,341.5,南京,新一线城市,710.0,64.9,43.9,51,通过,服饰零售,598.3,8950
RETL-202512-723623,零售行业,8.0,59.0,厦门,二线城市,370.0,847.0,657.2,101,通过,生鲜零售,805.5,46346
RETL-202512-546506,零售行业,3.0,384.0,大连,二线城市,547.0,395.9,327.6,7,通过,家电零售,684.2,8715
RETL-202512-378930,零售行业,5.0,427.2,常州,三线及以下,683.0,179.2,143.4,15,通过,综合商超,377.3,9858
RETL-202512-920996,零售行业,,228.6,盐城,三线及以下,487.0,97.6,61.7,43,拒绝,文具零售,261.1,1394
RETL-202512-146866,零售行业,13.0,106.7,杭州,新一线城市,429.0,550.7,373.4,61,通过,综合商超,1423.2,45385
RETL-202512-297211,零售行业,13.0,90.1,常州,三线及以下,528.0,79.7,55.2,21,通过,综合商超,210.5,5996
RETL-202512-890184,零售行业,10.0,421.4,邯郸,三线及以下,618.0,713.9,535.2,73,通过,文具零售,1193.7,42029
RETL-202512-234904,零售行业,11.0,168.4,宁波,二线城市,706.0,287.6,182.1,7,通过,服饰零售,215.0,2003
RETL-202512-223116,零售行业,20.0,257.2,济南,二线城市,716.0,196.8,122.8,28,通过,综合商超,419.2,4078
RETL-202512-206805,零售行业,9.0,423.2,广州,一线城市,398.0,175.3,147.1,50,通过,生鲜零售,722.5,8651
RETL-202512-445690,零售行业,13.0,72.1,厦门,二线城市,342.0,328.9,253.1,17,通过,美妆零售,405.7,5486
RETL-202512-209672,零售行业,10.0,308.0,沈阳,二线城市,180.0,525.5,403.2,104,通过,美妆零售,969.1,18468
RETL-202512-224154,零售行业,5.0,367.2,青岛,二线城市,701.0,300.8,350.7,35,通过,家电零售,499.1,9714
RETL-202512-730866,零售行业,12.0,120.2,沈阳,二线城市,853.0,330.7,216.8,54,通过,生鲜零售,659.2,1974
RETL-202512-190800,零售行业,9.0,285.2,长沙,二线城市,733.0,244.2,168.0,47,通过,家电零售,202.7,2773
RETL-202512-224345,零售行业,5.0,185.5,盐城,三线及以下,783.0,388.4,302.1,29,通过,文具零售,248.4,4933
RETL-202512-589727,零售行业,9.0,466.1,长沙,二线城市,365.0,65.2,45.6,38,通过,生鲜零售,526.8,6038
RETL-202512-772780,零售行业,6.0,364.4,天津,新一线城市,573.0,838.2,697.8,117,通过,生鲜零售,1458.9,26133
RETL-202512-300621,零售行业,3.0,190.2,邯郸,三线及以下,838.0,193.6,123.5,49,通过,美妆零售,171.9,4471
RETL-202512-519224,零售行业,7.0,262.2,厦门,二线城市,634.0,317.0,216.2,25,通过,美妆零售,627.2,7543
RETL-202512-112471,零售行业,10.0,275.3,盐城,三线及以下,363.0,212.2,164.1,15,拒绝,家电零售,781.6,1868
RETL-202512-929547,零售行业,7.0,126.7,保定,三线及以下,387.0,605.4,369.1,76,通过,文具零售,1257.1,49845
RETL-202512-695870,零售行业,2.0,413.9,杭州,新一线城市,912.0,250.7,193.9,53,通过,综合商超,410.4,3828
RETL-202512-633989,零售行业,7.0,293.3,大连,二线城市,504.0,255.0,187.8,32,通过,综合商超,136.7,8240
RETL-202512-895643,零售行业,12.0,69.9,泉州,三线及以下,936.0,386.1,320.7,47,通过,便利店,445.8,8732
RETL-202512-659276,零售行业,4.0,176.1,天津,新一线城市,461.0,498.7,345.2,59,通过,生鲜零售,92.7,9983
RETL-202512-360305,零售行业,11.0,225.6,潍坊,三线及以下,709.0,25.4,18.2,35,通过,文具零售,249.6,5669
RETL-202512-761510,零售行业,6.0,87.6,保定,三线及以下,811.0,971.6,597.5,80,通过,美妆零售,1133.7,28960
RETL-202512-823507,零售行业,14.0,76.6,唐山,三线及以下,302.0,340.9,262.8,50,通过,生鲜零售,202.3,5839
RETL-202512-329051,零售行业,5.0,389.6,上海,一线城市,757.0,118.5,96.8,18,通过,服饰零售,352.8,3410
RETL-202512-678013,零售行业,,39.4,泉州,三线及以下,402.0,51.2,37.9,59,拒绝,美妆零售,701.5,7808
RETL-202512-020945,零售行业,13.0,481.3,青岛,二线城市,700.0,223.7,142.1,30,通过,文具零售,323.2,8416
RETL-202512-899688,零售行业,0.0,178.5,北京,一线城市,599.0,172.9,114.0,21,通过,文具零售,561.5,8779
RETL-202512-232346,零售行业,14.0,92.7,邯郸,三线及以下,838.0,363.3,238.3,38,通过,综合商超,130.6,8617
RETL-202512-464733,零售行业,13.0,343.3,唐山,三线及以下,315.0,336.5,267.8,21,通过,美妆零售,701.6,6630
RETL-202512-145273,零售行业,4.0,280.9,长沙,二线城市,784.0,333.9,271.9,45,通过,便利店,73.5,2709
RETL-202512-715742,零售行业,10.0,365.1,重庆,新一线城市,819.0,339.4,228.6,25,通过,综合商超,494.9,9436
RETL-202512-890138,零售行业,6.0,385.0,广州,一线城市,607.0,39.1,29.6,22,拒绝,文具零售,408.2,3844
RETL-202512-603313,零售行业,4.0,409.0,长沙,二线城市,877.0,638.2,486.3,0,拒绝,综合商超,900.8,18995
RETL-202512-350014,零售行业,10.0,448.4,阜阳,三线及以下,880.0,931.5,768.3,119,通过,文具零售,1020.1,23576
RETL-202512-165336,零售行业,7.0,276.4,沈阳,二线城市,914.0,270.5,226.5,24,拒绝,服饰零售,564.3,3027
RETL-202512-115050,零售行业,2.0,420.5,长沙,二线城市,904.0,326.2,219.2,56,通过,美妆零售,691.8,9782
RETL-202512-521730,零售行业,8.0,340.6,盐城,三线及以下,651.0,265.1,222.9,12,通过,服饰零售,652.4,7802
RETL-202512-541650,零售行业,5.0,384.1,邯郸,三线及以下,356.0,235.1,143.5,21,拒绝,便利店,526.2,6290
RETL-202512-910105,零售行业,15.0,460.4,阜阳,三线及以下,911.0,373.2,246.8,19,通过,美妆零售,724.8,1199
RETL-202512-476082,零售行业,10.0,314.6,厦门,二线城市,588.0,528.2,446.3,112,通过,服饰零售,1339.4,34164
RETL-202512-236969,零售行业,6.0,285.5,长沙,二线城市,846.0,213.9,129.7,17,拒绝,服饰零售,607.6,3636
RETL-202512-965707,零售行业,7.0,391.4,大连,二线城市,730.0,211.9,154.0,10,通过,综合商超,313.8,4226
RETL-202512-036382,零售行业,15.0,196.6,大连,二线城市,353.0,338.9,205.3,51,通过,文具零售,179.0,7261
RETL-202512-824560,零售行业,12.0,158.5,唐山,三线及以下,742.0,355.7,224.1,43,拒绝,生鲜零售,105.7,7661
RETL-202512-110929,零售行业,1.0,23.5,邯郸,三线及以下,512.0,172.9,113.6,29,通过,综合商超,643.4,3593
RETL-202512-621630,零售行业,2.0,311.7,盐城,三线及以下,903.0,434.5,263.5,32,通过,生鲜零售,352.4,1646
RETL-202512-987787,零售行业,9.0,83.1,泉州,三线及以下,800.0,107.8,84.2,16,通过,家电零售,189.6,5230
RETL-202512-237321,零售行业,3.0,154.8,深圳,一线城市,743.0,225.1,137.3,9,拒绝,服饰零售,285.2,6084
RETL-202512-897148,零售行业,13.0,,保定,三线及以下,585.0,157.3,126.6,59,通过,便利店,158.4,2053
RETL-202512-320579,零售行业,,460.0,苏州,新一线城市,781.0,559.2,418.7,99,通过,便利店,975.5,23964
RETL-202512-306517,零售行业,15.0,64.7,天津,新一线城市,592.0,298.6,243.7,38,通过,综合商超,549.4,8407
RETL-202512-963631,零售行业,14.0,449.9,阜阳,三线及以下,454.0,426.8,306.6,11,通过,服饰零售,332.7,2776
RETL-202512-400689,零售行业,13.0,274.5,盐城,三线及以下,453.0,299.1,187.1,50,通过,家电零售,60.1,7583
RETL-202512-047021,零售行业,8.0,157.5,深圳,一线城市,454.0,372.7,302.5,54,通过,服饰零售,155.7,2999
RETL-202512-065612,零售行业,,442.3,青岛,二线城市,611.0,194.3,146.5,12,通过,生鲜零售,173.3,8008
RETL-202512-008651,零售行业,4.0,130.0,大连,二线城市,782.0,377.8,252.5,40,通过,美妆零售,44.7,3292
RETL-202512-730523,零售行业,13.0,325.5,哈尔滨,二线城市,500.0,156.5,132.7,47,通过,综合商超,526.8,3222
RETL-202512-533015,零售行业,1.0,179.1,广州,一线城市,,252.6,174.6,29,拒绝,生鲜零售,216.0,6570
RETL-202512-778638,零售行业,10.0,,北京,一线城市,572.0,148.3,107.8,10,通过,文具零售,158.5,2373
RETL-202512-115960,零售行业,4.0,29.3,青岛,二线城市,538.0,106.4,63.9,48,通过,综合商超,378.5,8781
RETL-202512-981402,零售行业,8.0,282.9,上海,一线城市,303.0,156.3,117.7,53,通过,美妆零售,267.4,2056
RETL-202512-841610,零售行业,12.0,207.7,哈尔滨,二线城市,835.0,358.3,235.7,16,通过,便利店,367.1,7379
RETL-202512-713475,零售行业,7.0,76.1,哈尔滨,二线城市,874.0,145.9,115.9,10,通过,综合商超,547.2,7939
RETL-202512-813750,零售行业,7.0,243.4,潍坊,三线及以下,929.0,213.4,152.5,35,通过,文具零售,339.2,2768
RETL-202512-876036,零售行业,3.0,373.6,苏州,新一线城市,596.0,93.3,58.1,35,通过,综合商超,82.0,2158
RETL-202512-557776,零售行业,12.0,422.9,深圳,一线城市,550.0,338.1,252.7,32,拒绝,综合商超,715.5,5002
RETL-202512-178380,零售行业,7.0,378.2,杭州,新一线城市,389.0,102.4,82.2,50,通过,生鲜零售,517.2,3719
RETL-202512-830623,零售行业,8.0,425.4,青岛,二线城市,522.0,457.5,339.4,15,通过,美妆零售,538.7,8629
RETL-202512-470010,零售行业,14.0,266.0,保定,三线及以下,631.0,272.9,219.2,44,通过,生鲜零售,585.6,6747
RETL-202512-154473,零售行业,20.0,391.0,青岛,二线城市,892.0,355.8,301.6,8,拒绝,家电零售,412.8,1768
RETL-202512-409006,零售行业,5.0,353.4,潍坊,三线及以下,749.0,331.3,275.1,11,通过,美妆零售,450.1,6947
RETL-202512-604874,零售行业,12.0,280.4,大连,二线城市,942.0,670.6,544.3,89,通过,家电零售,1223.6,34574
RETL-202512-697281,零售行业,15.0,341.5,北京,一线城市,410.0,593.7,396.7,116,通过,美妆零售,975.7,39323
RETL-202512-495109,零售行业,15.0,1500.0,厦门,二线城市,887.0,369.7,253.1,7,通过,便利店,552.1,2914
RETL-202512-761040,零售行业,11.0,185.1,宁波,二线城市,402.0,249.6,201.0,30,通过,文具零售,795.0,2761
RETL-202512-221747,零售行业,5.0,189.4,阜阳,三线及以下,421.0,253.9,164.7,19,拒绝,文具零售,575.7,1695
RETL-202512-560705,零售行业,7.0,53.8,武汉,新一线城市,566.0,261.6,196.1,29,通过,服饰零售,66.9,4745
RETL-202512-068606,零售行业,13.0,18.4,西安,新一线城市,945.0,202.3,140.6,41,拒绝,文具零售,637.5,5035
RETL-202512-553905,零售行业,2.0,426.1,保定,三线及以下,569.0,249.4,155.9,41,通过,综合商超,638.7,7860
RETL-202512-785980,零售行业,5.0,480.6,潍坊,三线及以下,784.0,180.2,120.5,19,通过,文具零售,78.1,7970
RETL-202512-508589,零售行业,2.0,447.0,宁波,二线城市,626.0,342.8,258.4,5,通过,文具零售,411.9,9231
RETL-202512-370953,零售行业,6.0,157.5,盐城,三线及以下,725.0,820.4,590.5,118,拒绝,美妆零售,831.4,27767
RETL-202512-633614,零售行业,9.0,225.7,泉州,三线及以下,453.0,339.1,210.8,32,通过,便利店,294.4,6302
RETL-202512-627273,零售行业,14.0,349.8,深圳,一线城市,584.0,302.0,223.5,49,通过,生鲜零售,121.5,4594
RETL-202512-064368,零售行业,13.0,18.7,厦门,二线城市,627.0,359.4,297.6,56,通过,美妆零售,420.8,6843
RETL-202512-698143,零售行业,8.0,315.4,沈阳,二线城市,447.0,233.3,165.1,49,通过,综合商超,348.9,3788
RETL-202512-876442,零售行业,9.0,391.2,厦门,二线城市,914.0,716.6,438.2,85,通过,文具零售,871.8,33257
RETL-202512-248551,零售行业,11.0,138.9,杭州,新一线城市,507.0,244.2,154.6,27,通过,文具零售,553.3,9480
RETL-202512-537910,零售行业,15.0,421.1,邯郸,三线及以下,779.0,181.7,150.3,22,通过,便利店,678.9,9253
RETL-202512-087293,零售行业,14.0,422.9,上海,一线城市,806.0,154.3,121.3,34,通过,文具零售,45.2,7032
RETL-202512-232043,零售行业,3.0,71.7,泉州,三线及以下,512.0,328.1,243.0,46,通过,文具零售,322.5,2649
RETL-202512-704650,零售行业,11.0,,北京,一线城市,800.0,38.1,26.6,13,通过,家电零售,93.6,7427
RETL-202512-345030,零售行业,9.0,227.8,常州,三线及以下,849.0,41.3,28.7,9,通过,服饰零售,539.6,4994
RETL-202512-142076,零售行业,10.0,108.4,沈阳,二线城市,395.0,12.3,7.5,14,通过,家电零售,404.1,1610
RETL-202512-589928,零售行业,13.0,371.2,阜阳,三线及以下,409.0,109.2,81.6,12,通过,服饰零售,450.2,8780
RETL-202512-140513,零售行业,9.0,245.8,阜阳,三线及以下,533.0,125.6,77.6,50,通过,家电零售,547.2,7280
RETL-202512-445812,零售行业,3.0,346.1,杭州,新一线城市,430.0,177.5,123.1,29,通过,家电零售,111.1,2372
RETL-202512-647972,零售行业,1.0,447.3,长沙,二线城市,553.0,398.1,276.3,43,通过,美妆零售,658.8,5914
RETL-202512-655319,零售行业,2.0,225.2,长沙,二线城市,506.0,186.6,138.2,24,通过,家电零售,318.0,3565
